Frame,Timestamp,Value
44,1.2193252,MovieFrame-6
44,1.2193252,Wheel-0.632802334443108
45,1.2363068,Frame
45,1.2363068,Wheel-0.469182047280102
46,1.2526626,Frame
46,1.2526626,MovieFrame-7
46,1.2526626,Wheel-0.827987074306229
47,1.2753695,Frame
47,1.2753695,Wheel-0.664366787143222
48,1.2859816,Frame
48,1.2859816,MovieFrame-8
48,1.2859816,Wheel-0.0231718141693491
49,1.3029419,Frame
49,1.3029419,Wheel-0.381976841195476
50,1.3193296,Frame
50,1.3193296,Wheel-0.218356554032469
51,1.3359838,Frame
51,1.3359838,MovieFrame-9
51,1.3359838,Wheel-0.577161581058596
52,1.3529549,Frame
52,1.3529549,Wheel-0.935966608084723
53,1.3693274,Frame
53,1.3693274,MovieFrame-10
53,1.3693274,Wheel-0.772346320921716
54,1.3862923,Frame
54,1.3862923,Wheel-0.131151347947843
55,1.4026685,Frame
55,1.4026685,Wheel-0.326336087810963
56,1.4193315,Frame
56,1.4193315,MovieFrame-11
56,1.4193315,Wheel-0.326336087810963
57,1.4362966,Frame
57,1.4362966,Wheel-0.521520827674084
58,1.4526698,Frame
58,1.4526698,MovieFrame-12
58,1.4526698,Wheel-0.88032585470021
59,1.4696431,Frame
59,1.4696431,Wheel-0.239130881726337
60,1.4859898,Frame
60,1.4859898,MovieFrame-13
60,1.4859898,Wheel-0.0755105945633308
61,1.5029469,Frame
61,1.5029469,Wheel-0.434315621589457
62,1.5193135,Frame
62,1.5193135,Wheel-0.270695334426451
63,1.5360366,Frame
63,1.5360366,MovieFrame-14
63,1.5360366,Wheel-0.629500361452578
64,1.5530505,Frame
64,1.5530505,Wheel-0.988305388478704
65,1.5693847,Frame
65,1.5693847,MovieFrame-15
65,1.5693847,Wheel-0.824685101315698
66,1.5863602,Frame
66,1.5863602,Wheel-0.183490128341825
67,1.6026556,Frame
67,1.6026556,Wheel-0.542295155367951
68,1.619318,Frame
68,1.619318,MovieFrame-16
68,1.619318,Wheel-0.378674868204945
69,1.6362783,Frame
69,1.6362783,Wheel-0.737479895231072
70,1.6526547,Frame
70,1.6526547,MovieFrame-17
70,1.6526547,Wheel-0.932664635094192
71,1.6696215,Frame
71,1.6696215,Wheel-0.932664635094192
72,1.6859948,Frame
72,1.6859948,MovieFrame-18
72,1.6859948,Wheel-0.127849374957313
73,1.7029562,Frame
73,1.7029562,Wheel-0.486654401983439
74,1.7193579,Frame
74,1.7193579,Wheel-0.845459429009566
75,1.7360272,Frame
75,1.7360272,MovieFrame-19
75,1.7360272,Wheel-0.68183914184656
76,1.7530426,Frame
76,1.7530426,Wheel-0.0406441688726862
77,1.7694046,Frame
77,1.7694046,MovieFrame-20
77,1.7694046,Wheel-0.87702388170968
78,1.7864103,Frame
78,1.7864103,Wheel-0.235828908735807
79,1.8027409,Frame
79,1.8027409,Wheel-0.594633935761933
80,1.8193872,Frame
80,1.8193872,MovieFrame-21
80,1.8193872,Wheel-0.431013648598927
81,1.8364442,Frame
81,1.8364442,Wheel-0.14862370265118
82,1.8527301,Frame
82,1.8527301,MovieFrame-22
82,1.8527301,Wheel-0.14862370265118
83,1.8697331,Frame
83,1.8697331,Wheel-0.985003415488174
84,1.8860717,Frame
84,1.8860717,MovieFrame-23
84,1.8860717,Wheel-0.180188155351294
85,1.90312,Frame
85,1.90312,Wheel-0.180188155351294
86,1.9194356,Frame
86,1.9194356,Wheel-0.897798209403548
87,1.9360715,Frame
87,1.9360715,MovieFrame-24
87,1.9360715,Wheel-0.734177922240541
88,1.9533349,Frame
88,1.9533349,Wheel-0.0929829492666679
89,1.9695384,Frame
89,1.9695384,MovieFrame-25
89,1.9695384,Wheel-0.451787976292795
90,1.9867235,Frame
90,1.9867235,Wheel-0.288167689129788
91,2.0028529,Frame
91,2.0028529,Wheel-0.646972716155915
92,2.0196646,Frame
92,2.0196646,MovieFrame-26
92,2.0196646,TouchOfEvil
92,2.0196646,Wheel-0.842157456019035
93,2.0537522,Frame
93,2.0537522,Wheel-0.842157456019035
94,2.0549974,Frame
94,2.0549974,MovieFrame-27
94,2.0549974,Wheel-0.200962483045162
95,2.0699867,Frame
95,2.0699867,Wheel-0.0373421958821556
96,2.0862429,Frame
96,2.0862429,MovieFrame-28
96,2.0862429,Wheel-0.754952249934409
97,2.1034615,Frame
97,2.1034615,Wheel-0.754952249934409
98,2.1195161,Frame
98,2.1195161,Wheel-0.591331962771403
99,2.1363371,Frame
99,2.1363371,MovieFrame-29
99,2.1363371,Wheel-0.786516702634523
100,2.1533366,Frame
100,2.1533366,Wheel-0.786516702634523
101,2.1695143,Frame
101,2.1695143,MovieFrame-30
101,2.1695143,Wheel-0.504126756686776
102,2.1864026,Frame
102,2.1864026,Wheel-0.34050646952377
103,2.2027542,Frame
103,2.2027542,Wheel-0.699311496549897
104,2.2193889,Frame
104,2.2193889,MovieFrame-31
104,2.2193889,Wheel-0.0581165235760233
105,2.2363648,Frame
105,2.2363648,Wheel-0.894496236413017
106,2.2527681,Frame
106,2.2527681,MovieFrame-32
106,2.2527681,Wheel-0.253301263439144
107,2.2696951,Frame
107,2.2696951,Wheel-0.0896809762761374
108,2.2860731,Frame
108,2.2860731,MovieFrame-33
108,2.2860731,Wheel-0.448486003302264
109,2.3030311,Frame
109,2.3030311,Wheel-0.807291030328391
110,2.3194142,Frame
110,2.3194142,Wheel-0.643670743165384
111,2.3360675,Frame
111,2.3360675,MovieFrame-34
111,2.3360675,Wheel-0.361280797217638
112,2.3530364,Frame
112,2.3530364,Wheel-0.361280797217638
113,2.3694125,Frame
113,2.3694125,MovieFrame-35
113,2.3694125,Wheel-0.197660510054631
114,2.3863708,Frame
114,2.3863708,Wheel-0.392845249917752
115,2.402645,Frame
115,2.402645,Wheel-0.392845249917752
116,2.4194042,Frame
116,2.4194042,MovieFrame-36
116,2.4194042,Wheel-0.110455303970005
117,2.436292,Frame
117,2.436292,Wheel-0.946835016806999
118,2.4527578,Frame
118,2.4527578,MovieFrame-37
118,2.4527578,Wheel-0.305640043833125
119,2.4696386,Frame
119,2.4696386,Wheel-0.664445070859252
120,2.4860896,Frame
120,2.4860896,MovieFrame-38
120,2.4860896,Wheel-0.500824783696246
121,2.5030348,Frame
121,2.5030348,Wheel-0.859629810722372
122,2.5193287,Frame
122,2.5193287,Wheel-0.696009523559366
123,2.5359967,Frame
123,2.5359967,MovieFrame-39
123,2.5359967,Wheel-0.0548145505854928
124,2.5530549,Frame
124,2.5530549,Wheel-0.413619577611619
125,2.5694208,Frame
125,2.5694208,MovieFrame-40
125,2.5694208,Wheel-0.249999290448613
126,2.5863665,Frame
126,2.5863665,Wheel-0.967609344500866
127,2.6027666,Frame
127,2.6027666,Wheel-0.967609344500866
128,2.6193976,Frame
128,2.6193976,MovieFrame-41
128,2.6193976,Wheel-0.80398905733786
129,2.6363893,Frame
129,2.6363893,Wheel-0.999173797200981
130,2.6526835,Frame
130,2.6526835,MovieFrame-42
130,2.6526835,Wheel-0.999173797200981
131,2.6697303,Frame
131,2.6697303,Wheel-0.716783851253234
132,2.6860974,Frame
132,2.6860974,MovieFrame-43
132,2.6860974,Wheel-0.553163564090227
133,2.7029797,Frame
133,2.7029797,Wheel-0.911968591116354
134,2.7193229,Frame
134,2.7193229,Wheel-0.270773618142481
135,2.735992,Frame
135,2.735992,MovieFrame-44
135,2.735992,Wheel-0.107153330979475
136,2.7530464,Frame
136,2.7530464,Wheel-0.465958358005601
137,2.7693222,Frame
137,2.7693222,MovieFrame-45
137,2.7693222,Wheel-0.302338070842595
138,2.7862907,Frame
138,2.7862907,Wheel-0.661143097868721
139,2.8026837,Frame
139,2.8026837,Wheel-0.0199481248948482
140,2.8193267,Frame
140,2.8193267,MovieFrame-46
140,2.8193267,Wheel-0.856327837731842
141,2.8363092,Frame
141,2.8363092,Wheel-0.215132864757969
142,2.8526735,Frame
142,2.8526735,MovieFrame-47
142,2.8526735,Wheel-0.410317604621089
143,2.8696043,Frame
143,2.8696043,Wheel-0.410317604621089
144,2.8860038,Frame
144,2.8860038,MovieFrame-48
144,2.8860038,Wheel-0.605502344484209
145,2.9029627,Frame
145,2.9029627,Wheel-0.964307371510336
146,2.919313,Frame
146,2.919313,Wheel-0.964307371510336
147,2.9359902,Frame
147,2.9359902,MovieFrame-49
147,2.9359902,Wheel-0.159492111373456
148,2.9530545,Frame
148,2.9530545,Wheel-0.518297138399583
149,2.9693356,Frame
149,2.9693356,MovieFrame-50
149,2.9693356,Wheel-0.87710216542571
150,2.9862939,Frame
150,2.9862939,Wheel-0.713481878262703
151,3.0026547,Frame
151,3.0026547,Wheel-0.0722869052888299
152,3.0192933,Frame
152,3.0192933,MovieFrame-51
152,3.0192933,Wheel-0.908666618125824
153,3.0363198,Frame
153,3.0363198,Wheel-0.26747164515195
154,3.0526849,Frame
154,3.0526849,MovieFrame-52
154,3.0526849,Wheel-0.626276672178077
155,3.0696141,Frame
155,3.0696141,Wheel-0.462656385015071
156,3.0859968,Frame
156,3.0859968,MovieFrame-53
156,3.0859968,Wheel-0.821461412041197
157,3.1029579,Frame
157,3.1029579,Wheel-0.0166461519043176
158,3.1193546,Frame
158,3.1193546,Wheel-0.0166461519043176
159,3.1360107,Frame
159,3.1360107,MovieFrame-54
159,3.1360107,Wheel-0.211830891767438
160,3.1529954,Frame
160,3.1529954,Wheel-0.570635918793565
161,3.169311,Frame
161,3.169311,MovieFrame-55
161,3.169311,Wheel-0.570635918793565
162,3.1863145,Frame
162,3.1863145,Wheel-0.765820658656685
163,3.20269,Frame
163,3.20269,Wheel-0.124625685682812
164,3.2193091,Frame
164,3.2193091,MovieFrame-56
164,3.2193091,Wheel-0.483430712708938
165,3.2363172,Frame
165,3.2363172,Wheel-0.319810425545932
166,3.2526876,Frame
166,3.2526876,MovieFrame-57
166,3.2526876,Wheel-0.678615452572059
167,3.269628,Frame
167,3.269628,Wheel-0.514995165409052
168,3.2860111,Frame
168,3.2860111,MovieFrame-58
168,3.2860111,Wheel-0.873800192435179
169,3.303088,Frame
169,3.303088,Wheel-0.232605219461306
170,3.3193298,Frame
170,3.3193298,Wheel-0.0689849322982994
171,3.3360108,Frame
171,3.3360108,MovieFrame-59
171,3.3360108,Wheel-0.427789959324426
172,3.3529866,Frame
172,3.3529866,Wheel-0.622974699187546
173,3.3693186,Frame
173,3.3693186,MovieFrame-60
173,3.3693186,Wheel-0.622974699187546
174,3.3863078,Frame
174,3.3863078,Wheel-0.818159439050667
175,3.4026544,Frame
175,3.4026544,Wheel-0.176964466076793
176,3.4193018,Frame
176,3.4193018,MovieFrame-61
176,3.4193018,Wheel-0.176964466076793
177,3.436304,Frame
177,3.436304,Wheel-0.372149205939914
178,3.4526741,Frame
178,3.4526741,MovieFrame-62
178,3.4526741,Wheel-0.73095423296604
179,3.4699063,Frame
179,3.4699063,Wheel-0.089759259992167
180,3.486027,Frame
180,3.486027,MovieFrame-63
180,3.486027,Wheel-0.926138972829161
181,3.5029985,Frame
181,3.5029985,Wheel-0.284943999855287
182,3.5193136,Frame
182,3.5193136,Wheel-0.121323712692281
183,3.5360277,Frame
183,3.5360277,MovieFrame-64
183,3.5360277,Wheel-0.480128739718408
184,3.5531203,Frame
184,3.5531203,Wheel-0.838933766744534
185,3.5693991,Frame
185,3.5693991,MovieFrame-65
185,3.5693991,Wheel-0.675313479581528
186,3.5864544,Frame
186,3.5864544,Wheel-0.0341185066076547
187,3.6028044,Frame
187,3.6028044,Wheel-0.229303246470775
188,3.6193982,Frame
188,3.6193982,MovieFrame-66
188,3.6193982,Wheel-0.229303246470775
189,3.6365711,Frame
189,3.6365711,Wheel-0.424487986333895
190,3.6527743,Frame
190,3.6527743,MovieFrame-67
190,3.6527743,Wheel-0.783293013360022
191,3.6698684,Frame
191,3.6698684,Wheel-0.783293013360022
192,3.6862153,Frame
192,3.6862153,MovieFrame-68
192,3.6862153,Wheel-0.978477753223142
193,3.703234,Frame
193,3.703234,Wheel-0.337282780249269
194,3.7195175,Frame
194,3.7195175,Wheel-0.696087807275396
195,3.7362519,Frame
195,3.7362519,MovieFrame-69
195,3.7362519,Wheel-0.53246752011239
196,3.7532271,Frame
196,3.7532271,Wheel-0.891272547138516
197,3.7695216,Frame
197,3.7695216,MovieFrame-70
197,3.7695216,Wheel-0.72765225997551
198,3.7866427,Frame
198,3.7866427,Wheel-0.0864572870016365
199,3.8028693,Frame
199,3.8028693,Wheel-0.445262314027763
200,3.8195353,Frame
200,3.8195353,MovieFrame-71
200,3.8195353,Wheel-0.281642026864757
201,3.8366473,Frame
201,3.8366473,Wheel-0.640447053890884
202,3.8528722,Frame
202,3.8528722,MovieFrame-72
202,3.8528722,Wheel-0.835631793754004
203,3.8699687,Frame
203,3.8699687,Wheel-0.835631793754004
204,3.8860724,Frame
204,3.8860724,MovieFrame-73
204,3.8860724,Wheel-0.0308165336171242
205,3.9030889,Frame
205,3.9030889,Wheel-0.389621560643251
206,3.9194011,Frame
206,3.9194011,Wheel-0.389621560643251
207,3.9361033,Frame
207,3.9361033,MovieFrame-74
207,3.9361033,Wheel-0.584806300506371
208,3.9530857,Frame
208,3.9530857,Wheel-0.943611327532498
209,3.9693287,Frame
209,3.9693287,MovieFrame-75
209,3.9693287,Wheel-0.302416354558624
210,3.9863259,Frame
210,3.9863259,Wheel-0.138796067395618
211,4.0026901,Frame
211,4.0026901,Wheel-0.497601094421745
212,4.0193394,Frame
212,4.0193394,MovieFrame-76
212,4.0193394,Wheel-0.333980807258739
213,4.036312,Frame
213,4.036312,Wheel-0.692785834284865
214,4.0526733,Frame
214,4.0526733,MovieFrame-77
214,4.0526733,Wheel-0.0515908613109919
215,4.0696797,Frame
215,4.0696797,Wheel-0.887970574147986
216,4.0860121,Frame
216,4.0860121,MovieFrame-78
216,4.0860121,Wheel-0.246775601174112
217,4.1029732,Frame
217,4.1029732,Wheel-0.605580628200239
218,4.1193894,Frame
218,4.1193894,Wheel-0.441960341037233
219,4.1360066,Frame
219,4.1360066,MovieFrame-79
219,4.1360066,Wheel-0.637145080900353
220,4.1529816,Frame
220,4.1529816,Wheel-0.637145080900353
221,4.1693594,Frame
221,4.1693594,MovieFrame-80
221,4.1693594,Wheel-0.99595010792648
222,4.1863311,Frame
222,4.1863311,Wheel-0.1911348477896
223,4.2026808,Frame
223,4.2026808,Wheel-0.1911348477896
224,4.2193486,Frame
224,4.2193486,MovieFrame-81
224,4.2193486,Wheel-0.908744901841853
225,4.2363293,Frame
225,4.2363293,Wheel-0.745124614678847
226,4.2526932,Frame
226,4.2526932,MovieFrame-82
226,4.2526932,Wheel-0.103929641704974
227,4.2696736,Frame
227,4.2696736,Wheel-0.940309354541967
228,4.2860393,Frame
228,4.2860393,MovieFrame-83
228,4.2860393,Wheel-0.299114381568094
229,4.3029904,Frame
229,4.3029904,Wheel-0.657919408594221
230,4.319369,Frame
230,4.319369,Wheel-0.494299121431214
231,4.3359831,Frame
231,4.3359831,MovieFrame-84
231,4.3359831,Wheel-0.853104148457341
232,4.3529984,Frame
232,4.3529984,Wheel-0.211909175483468
233,4.3693685,Frame
233,4.3693685,MovieFrame-85
233,4.3693685,Wheel-0.0482888883204613
234,4.3863357,Frame
234,4.3863357,Wheel-0.243473628183582
235,4.4027125,Frame
235,4.4027125,Wheel-0.243473628183582
236,4.4193601,Frame
236,4.4193601,MovieFrame-86
236,4.4193601,Wheel-0.602278655209708
237,4.4363431,Frame
237,4.4363431,Wheel-0.797463395072829
238,4.4527014,Frame
238,4.4527014,MovieFrame-87
238,4.4527014,Wheel-0.156268422098955
239,4.4696771,Frame
239,4.4696771,Wheel-0.515073449125082
240,4.4860382,Frame
240,4.4860382,MovieFrame-88
240,4.4860382,Wheel-0.351453161962076
241,4.5030038,Frame
241,4.5030038,Wheel-0.710258188988202
242,4.5193667,Frame
242,4.5193667,Wheel-0.546637901825196
243,4.5360353,Frame
243,4.5360353,MovieFrame-89
243,4.5360353,Wheel-0.905442928851323
244,4.5530038,Frame
244,4.5530038,Wheel-0.264247955877449
245,4.5693629,Frame
245,4.5693629,MovieFrame-90
245,4.5693629,Wheel-0.100627668714443
246,4.5863265,Frame
246,4.5863265,Wheel-0.45943269574057
247,4.6027065,Frame
247,4.6027065,Wheel-0.818237722766696
248,4.6193641,Frame
248,4.6193641,MovieFrame-91
248,4.6193641,Wheel-0.65461743560369
249,4.6363823,Frame
249,4.6363823,Wheel-0.84980217546681
250,4.652693,Frame
250,4.652693,MovieFrame-92
250,4.652693,Wheel-0.208607202492937
251,4.6696669,Frame
251,4.6696669,Wheel-0.208607202492937
252,4.6860209,Frame
252,4.6860209,MovieFrame-93
252,4.6860209,Wheel-0.403791942356057
253,4.7029825,Frame
253,4.7029825,Wheel-0.403791942356057
254,4.7193494,Frame
254,4.7193494,Wheel-0.121401996408311
255,4.7360131,Frame
255,4.7360131,MovieFrame-94
255,4.7360131,Wheel-0.957781709245304
256,4.752977,Frame
256,4.752977,Wheel-0.316586736271431
257,4.7693659,Frame
257,4.7693659,MovieFrame-95
257,4.7693659,Wheel-0.152966449108425
258,4.7863085,Frame
258,4.7863085,Wheel-0.511771476134551
259,4.8027137,Frame
259,4.8027137,Wheel-0.870576503160678
260,4.8193533,Frame
260,4.8193533,MovieFrame-96
260,4.8193533,Wheel-0.706956215997672
261,4.8363482,Frame
261,4.8363482,Wheel-0.0657612430237984
262,4.8527153,Frame
262,4.8527153,MovieFrame-97
262,4.8527153,Wheel-0.260945982886919
263,4.8697032,Frame
263,4.8697032,Wheel-0.260945982886919
264,4.8860234,Frame
264,4.8860234,MovieFrame-98
264,4.8860234,Wheel-0.456130722750039
265,4.9029957,Frame
265,4.9029957,Wheel-0.456130722750039
266,4.9193513,Frame
266,4.9193513,Wheel-0.814935749776166
267,4.9360203,Frame
267,4.9360203,MovieFrame-99
267,4.9360203,Wheel-0.0101204896392862
268,4.9530076,Frame
268,4.9530076,Wheel-0.0101204896392862
269,4.969365,Frame
269,4.969365,MovieFrame-100
269,4.969365,Wheel-0.727730543691539
270,4.9863253,Frame
270,4.9863253,Wheel-0.564110256528533
271,5.0026918,Frame
271,5.0026918,Wheel-0.92291528355466
272,5.0193544,Frame
272,5.0193544,MovieFrame-101
272,5.0193544,Wheel-0.759294996391654
273,5.0363195,Frame
273,5.0363195,Wheel-0.11810002341778
274,5.0526855,Frame
274,5.0526855,MovieFrame-102
274,5.0526855,Wheel-0.476905050443907
275,5.0696826,Frame
275,5.0696826,Wheel-0.313284763280901
276,5.0860543,Frame
276,5.0860543,MovieFrame-103
276,5.0860543,Wheel-0.672089790307027
277,5.1029982,Frame
277,5.1029982,Wheel-0.0308948173331538
278,5.1193925,Frame
278,5.1193925,Wheel-0.867274530170148
279,5.1360302,Frame
279,5.1360302,MovieFrame-104
279,5.1360302,Wheel-0.0624592700332679
280,5.1529983,Frame
280,5.1529983,Wheel-0.0624592700332679
281,5.1693632,Frame
281,5.1693632,MovieFrame-105
281,5.1693632,Wheel-0.421264297059395
282,5.1863289,Frame
282,5.1863289,Wheel-0.616449036922515
283,5.2026884,Frame
283,5.2026884,Wheel-0.616449036922515
284,5.2193575,Frame
284,5.2193575,MovieFrame-106
284,5.2193575,Wheel-0.334059090974768
285,5.2363132,Frame
285,5.2363132,Wheel-0.170438803811762
286,5.2526879,Frame
286,5.2526879,MovieFrame-107
286,5.2526879,Wheel-0.529243830837889
287,5.2696804,Frame
287,5.2696804,Wheel-0.365623543674882
288,5.2860308,Frame
288,5.2860308,MovieFrame-108
288,5.2860308,Wheel-0.724428570701009
289,5.3030137,Frame
289,5.3030137,Wheel-0.0832335977271356
290,5.3193395,Frame
290,5.3193395,Wheel-0.919613310564129
291,5.3360121,Frame
291,5.3360121,MovieFrame-109
291,5.3360121,Wheel-0.278418337590256
292,5.3529759,Frame
292,5.3529759,Wheel-0.637223364616383
293,5.3693596,Frame
293,5.3693596,MovieFrame-110
293,5.3693596,Wheel-0.473603077453376
294,5.3863269,Frame
294,5.3863269,Wheel-0.668787817316497
295,5.4026998,Frame
295,5.4026998,Wheel-0.668787817316497
296,5.4193647,Frame
296,5.4193647,MovieFrame-111
296,5.4193647,Wheel-0.0275928443426233
297,5.4363404,Frame
297,5.4363404,Wheel-0.222777584205744
298,5.4526998,Frame
298,5.4526998,MovieFrame-112
298,5.4526998,Wheel-0.58158261123187
299,5.4699088,Frame
299,5.4699088,Wheel-0.940387638257997
300,5.4860285,Frame
300,5.4860285,MovieFrame-113
300,5.4860285,Wheel-0.776767351094991
301,5.502992,Frame
301,5.502992,Wheel-0.135572378121117
302,5.5193587,Frame
302,5.5193587,Wheel-0.971952090958111
303,5.5360526,Frame
303,5.5360526,MovieFrame-114
303,5.5360526,Wheel-0.330757117984238
304,5.5530279,Frame
304,5.5530279,Wheel-0.689562145010364
305,5.5693594,Frame
305,5.5693594,MovieFrame-115
305,5.5693594,Wheel-0.525941857847358
306,5.5863246,Frame
306,5.5863246,Wheel-0.884746884873485
307,5.6027215,Frame
307,5.6027215,Wheel-0.243551911899611
308,5.6193764,Frame
308,5.6193764,MovieFrame-116
308,5.6193764,Wheel-0.079931624736605
309,5.6363431,Frame
309,5.6363431,Wheel-0.275116364599725
310,5.6527042,Frame
310,5.6527042,MovieFrame-117
310,5.6527042,Wheel-0.633921391625852
311,5.6696879,Frame
311,5.6696879,Wheel-0.633921391625852
312,5.6860367,Frame
312,5.6860367,MovieFrame-118
312,5.6860367,Wheel-0.829106131488972
313,5.7029955,Frame
313,5.7029955,Wheel-0.829106131488972
314,5.7193661,Frame
314,5.7193661,Wheel-0.546716185541226
315,5.7360365,Frame
315,5.7360365,MovieFrame-119
315,5.7360365,Wheel-0.383095898378219
316,5.7530173,Frame
316,5.7530173,Wheel-0.741900925404346
317,5.7693734,Frame
317,5.7693734,MovieFrame-120
317,5.7693734,Wheel-0.57828063824134
318,5.7863267,Frame
318,5.7863267,Wheel-0.937085665267466
319,5.8026961,Frame
319,5.8026961,Wheel-0.295890692293593
320,5.8193624,Frame
320,5.8193624,MovieFrame-121
320,5.8193624,Wheel-0.132270405130587
321,5.8363238,Frame
321,5.8363238,Wheel-0.491075432156713
322,5.8526941,Frame
322,5.8526941,MovieFrame-122
322,5.8526941,Wheel-0.686260172019834
323,5.8696692,Frame
323,5.8696692,Wheel-0.686260172019834
324,5.8860359,Frame
324,5.8860359,MovieFrame-123
324,5.8860359,Wheel-0.881444911882954
325,5.9029858,Frame
325,5.9029858,Wheel-0.240249938909081
326,5.9193761,Frame
326,5.9193761,Wheel-0.240249938909081
327,5.936025,Frame
327,5.936025,MovieFrame-124
327,5.936025,Wheel-0.435434678772201
328,5.9529959,Frame
328,5.9529959,Wheel-0.435434678772201
329,5.9693645,Frame
329,5.9693645,MovieFrame-125
329,5.9693645,Wheel-0.153044732824454
330,5.986353,Frame
330,5.986353,Wheel-0.989424445661448
331,6.0026891,Frame
331,6.0026891,Wheel-0.348229472687575
332,6.019347,Frame
332,6.019347,MovieFrame-126
332,6.019347,Wheel-0.184609185524569
333,6.0363125,Frame
333,6.0363125,Wheel-0.543414212550695
334,6.0527094,Frame
334,6.0527094,MovieFrame-127
334,6.0527094,Wheel-0.902219239576822
335,6.0697739,Frame
335,6.0697739,Wheel-0.738598952413816
336,6.0860769,Frame
336,6.0860769,MovieFrame-128
336,6.0860769,Wheel-0.0974039794399422
337,6.1030204,Frame
337,6.1030204,Wheel-0.292588719303063
338,6.1193975,Frame
338,6.1193975,Wheel-0.292588719303063
339,6.1360526,Frame
339,6.1360526,MovieFrame-129
339,6.1360526,Wheel-0.487773459166183
340,6.1530105,Frame
340,6.1530105,Wheel-0.84657848619231
341,6.1693773,Frame
341,6.1693773,MovieFrame-130
341,6.1693773,Wheel-0.84657848619231
342,6.1863523,Frame
342,6.1863523,Wheel-0.0417632260554299
343,6.2027235,Frame
343,6.2027235,Wheel-0.400568253081557
344,6.219391,Frame
344,6.219391,MovieFrame-131
344,6.219391,Wheel-0.759373280107683
345,6.2363469,Frame
345,6.2363469,Wheel-0.595752992944677
346,6.2527345,Frame
346,6.2527345,MovieFrame-132
346,6.2527345,Wheel-0.954558019970804
347,6.2699406,Frame
347,6.2699406,Wheel-0.790937732807797
348,6.2860448,Frame
348,6.2860448,MovieFrame-133
348,6.2860448,Wheel-0.149742759833924
349,6.3030062,Frame
349,6.3030062,Wheel-0.508547786860051
350,6.3193961,Frame
350,6.3193961,Wheel-0.344927499697044
351,6.3360376,Frame
351,6.3360376,MovieFrame-134
351,6.3360376,Wheel-0.703732526723171
352,6.3530051,Frame
352,6.3530051,Wheel-0.898917266586291
353,6.369387,Frame
353,6.369387,MovieFrame-135
